#SampleID	Assay_Type	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	Experiment	FT	eid	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	Unnamed: 0	Unnamed: 0.1	avg_daily_flow	biochem_oxygen_dem	collection_date	depth	env_biome	env_feature	env_material	geo_loc_name	host	isolation_source	label	lat_lon	mapfile	precipitation_24hour	publication_title	samp_collect_device	samp_size	samp_vol_we_dna_ext	sample_collection_device_or_method	sample_size	sample_volume_for_DNA_extraction	sewage_type	sewer_system_type	source_material_id	suspend_solids	tot_nitro	tot_phosphorus
SRR1586357	AMPLICON	502	PRJNA261344	SAMN03072731	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710656			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_101_Portland	9/26/14	39	22	wastewater metagenome	ILLUMINA	11/1/14	SRR1586357	SRS709402	SRP047513	SLM_NIH_Bv4v5--1St_101_Portland	93	93			1/16/13		Sewage	Sewage-Portland-winter	Municipal Wastewater	USA:Oregon:Portland				45.520 N 122.682 W	map.j123.txt														
SRR1586358	AMPLICON	502	PRJNA261344	SAMN03072732	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710657			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_206_Portland	9/26/14	88	54	wastewater metagenome	ILLUMINA	11/1/14	SRR1586358	SRS709403	SRP047513	SLM_NIH_Bv4v5--1St_206_Portland	94	94			5/2/13		Sewage	Sewage-Portland-spring	Municipal Wastewater	USA:Oregon:Portland				45.520 N 122.682 W	map.j123.txt														
SRR1586359	AMPLICON	502	PRJNA261344	SAMN03072733	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710658			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_17_Poughkeepsie	10/1/14	61	38	wastewater metagenome	ILLUMINA	11/1/14	SRR1586359	SRS709404	SRP047513	SLM_NIH_Bv4v5--1St_17_Poughkeepsie	95	95			8/7/12		Sewage	Sewage-Poughkeepsie-summer	Municipal Wastewater	USA:NY:Poughkeepsie				41.717 N 73.936 W	map.j123.txt														
SRR1586360	AMPLICON	502	PRJNA261344	SAMN03072734	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710659			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_98_Poughkeepsie	9/26/14	37	21	wastewater metagenome	ILLUMINA	11/1/14	SRR1586360	SRS709405	SRP047513	SLM_NIH_Bv4v5--1St_98_Poughkeepsie	96	96			1/14/13		Sewage	Sewage-Poughkeepsie-winter	Municipal Wastewater	USA:NY:Poughkeepsie				41.717 N 73.936 W	map.j123.txt														
SRR1586361	AMPLICON	502	PRJNA261344	SAMN03072735	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710660			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_208_Poughkeepsie_Poughkeepsie	9/26/14	102	62	wastewater metagenome	ILLUMINA	11/1/14	SRR1586361	SRS709406	SRP047513	SLM_NIH_Bv4v5--1St_208_Poughkeepsie_Poughkeepsie	97	97			4/30/13		Sewage	Sewage-Poughkeepsie-spring	Municipal Wastewater	USA:NY:Poughkeepsie				41.717 N 73.936 W	map.j123.txt														
SRR1586362	AMPLICON	502	PRJNA261344	SAMN03072736	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710661			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_39_Matewan	9/26/14	50	31	wastewater metagenome	ILLUMINA	11/1/14	SRR1586362	SRS709407	SRP047513	SLM_NIH_Bv4v5--1St_39_Matewan	98	98			8/10/12		Sewage	Sewage-Matewan-summer	Municipal Wastewater	USA:WV:Williamson				37.621 N 82.166 W	map.j123.txt														
SRR1586363	AMPLICON	502	PRJNA261344	SAMN03072737	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710662			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_117_Matewan	9/26/14	44	25	wastewater metagenome	ILLUMINA	11/1/14	SRR1586363	SRS709408	SRP047513	SLM_NIH_Bv4v5--1St_117_Matewan	99	99			2/8/13		Sewage	Sewage-Matewan-winter	Municipal Wastewater	USA:WV:Williamson				37.621 N 82.166 W	map.j123.txt														
SRR1586364	AMPLICON	502	PRJNA261344	SAMN03072738	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710663			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_213_Williamson_Matewan	9/26/14	101	64	wastewater metagenome	ILLUMINA	11/1/14	SRR1586364	SRS709409	SRP047513	SLM_NIH_Bv4v5--1St_213_Williamson_Matewan	100	100			5/16/13		Sewage	Sewage-Matewan-spring	Municipal Wastewater	USA:WV:Williamson				37.621 N 82.166 W	map.j123.txt														
SRR1586365	AMPLICON	502	PRJNA261344	SAMN03072739	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710664			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_25_Yukon	9/26/14	68	41	wastewater metagenome	ILLUMINA	11/1/14	SRR1586365	SRS709410	SRP047513	SLM_NIH_Bv4v5--1St_25_Yukon	101	101			8/8/12		Sewage	Sewage-Yukon-summer	Municipal Wastewater	USA:OK:Yukon				35.525 N 97.752 W	map.j123.txt														
SRR1586366	AMPLICON	502	PRJNA261344	SAMN03072740	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710665			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_106_Yukon	9/26/14	62	35	wastewater metagenome	ILLUMINA	11/1/14	SRR1586366	SRS709411	SRP047513	SLM_NIH_Bv4v5--1St_106_Yukon	102	102			1/17/13		Sewage	Sewage-Yukon-winter	Municipal Wastewater	USA:OK:Yukon				35.525 N 97.752 W	map.j123.txt														
SRR1586367	AMPLICON	502	PRJNA261344	SAMN03072741	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710666			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_216_Yukon	9/26/14	102	64	wastewater metagenome	ILLUMINA	11/1/14	SRR1586367	SRS709412	SRP047513	SLM_NIH_Bv4v5--1St_216_Yukon	103	103			5/1/13		Sewage	Sewage-Yukon-spring	Municipal Wastewater	USA:OK:Yukon				35.525 N 97.752 W	map.j123.txt														
SRR1586368	AMPLICON	502	PRJNA261344	SAMN03072742	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710667			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_80_Reus_	10/23/14	42	25	wastewater metagenome	ILLUMINA	11/1/14	SRR1586368	SRS709413	SRP047513	SLM_NIH_Bv4v5--1St_80_Reus_	104	104			9/19/12		Sewage	Sewage-ReusSpain-Summer	Municipal Wastewater	Spain:Reus				41.15 N 1.167 E	map.j123.txt														
SRR1594353	AMPLICON	502	PRJNA264400	SAMN03084139	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718498			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_01_Boonville_Bv4v5	10/1/14	57	35	wastewater metagenome	ILLUMINA	10/22/14	SRR1594353	SRS714280	SRP049107	1St_01_Boonville	105		2.2		8/9/12		sewage	wastewater treatment plant influent	water	USA:Boonville:Indiana			1St_01_Boonville	38.053 N 87.289 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Grab	1 L	25 ml				influent	Combined		133	18.9	8.66
SRR1594354	AMPLICON	502	PRJNA264400	SAMN03084140	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718499			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_02_Spencer_Bv4v5	10/1/14	61	37	wastewater metagenome	ILLUMINA	10/22/14	SRR1594354	SRS714281	SRP049107	1St_02_Spencer	106		1		8/27/12		sewage	wastewater treatment plant influent	water	USA:Spencer:Iowa			1St_02_Spencer	43.136 N 95.132 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Combined		143	24	
SRR1594355	AMPLICON	502	PRJNA264400	SAMN03084141	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718500			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_03_Junction_City_East_Bv4v5	10/1/14	56	34	wastewater metagenome	ILLUMINA	10/22/14	SRR1594355	SRS714279	SRP049107	1St_03_Junction_City_East	107		15	306	8/10/12		sewage	wastewater treatment plant influent	water	USA:Junction City East:Kansas			1St_03_Junction_City_East	39.044 N 96.819 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		343	20	
SRR1594356	AMPLICON	502	PRJNA264400	SAMN03084142	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718501			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_05_Monticello_Bv4v5	10/1/14	54	33	wastewater metagenome	ILLUMINA	10/22/14	SRR1594356	SRS714282	SRP049107	1St_05_Monticello	108		1.14		8/15/12		sewage	wastewater treatment plant influent	water	USA:Monticello:Minnesota			1St_05_Monticello	45.298 N 93.775 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		436	60.4	89.1
SRR1594357	AMPLICON	502	PRJNA264400	SAMN03084143	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718502			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_06_St_Michael_Bv4v5	10/1/14	575	357	wastewater metagenome	ILLUMINA	10/22/14	SRR1594357	SRS714283	SRP049107	1St_06_St_Michael	109		0.91		8/22/12		sewage	wastewater treatment plant influent	water	USA:Albertville:Minnesota			1St_06_St_Michael	45.225 N 93.661 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Combined		235	44.87	6.62
SRR1594358	AMPLICON	502	PRJNA264400	SAMN03084144	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718503			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_07_Franklin_Bv4v5	10/1/14	49	30	wastewater metagenome	ILLUMINA	10/22/14	SRR1594358	SRS714285	SRP049107	1St_07_Franklin	110		2	8	8/16/12		sewage	wastewater treatment plant influent	water	USA:Franklin:Ohio			1St_07_Franklin	39.553 N 84.319 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		417	19.63	7
SRR1594359	AMPLICON	502	PRJNA264400	SAMN03084145	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718504			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_08_Springboro_Bv4v5	10/1/14	41	24	wastewater metagenome	ILLUMINA	10/22/14	SRR1594359	SRS714284	SRP049107	1St_08_Springboro	111		3.2	17	8/9/12		sewage	wastewater treatment plant influent	water	USA:Springboro:Ohio			1St_08_Springboro	39.55 N 84.24 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		387	130	210
SRR1594360	AMPLICON	502	PRJNA264400	SAMN03084146	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718505			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_09_Woodbran_Bv4v5	10/1/14	62	38	wastewater metagenome	ILLUMINA	10/22/14	SRR1594360	SRS714286	SRP049107	1St_09_Woodbran	112		0.26	191	8/22/12		sewage	wastewater treatment plant influent	water	USA:Woodmere:Ohio			1St_09_Woodbran	41.456 N 81.475 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		313	19.34	
SRR1594361	AMPLICON	502	PRJNA264400	SAMN03084147	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718506			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_10_Jones_Island_Bv4v5	10/1/14	65	40	wastewater metagenome	ILLUMINA	10/22/14	SRR1594361	SRS714287	SRP049107	1St_10_Jones_Island	113		31.14	350	8/22/12		sewage	wastewater treatment plant influent	water	USA:Milwaukee:Wisconsin			1St_10_Jones_Island	43.022 N 87.9 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Combined		280		4.86
SRR1594362	AMPLICON	502	PRJNA264400	SAMN03084148	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718507			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_100_Great_Falls_Bv4v5	10/1/14	36	21	wastewater metagenome	ILLUMINA	10/22/14	SRR1594362	SRS714288	SRP049107	1St_100_Great_Falls	114		8.69	215	1/16/13		sewage	wastewater treatment plant influent	water	USA:Great Falls:Montana			1St_100_Great_Falls	47.521 N 111.299 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		200		
SRR1594363	AMPLICON	502	PRJNA264400	SAMN03084149	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718508			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_102_Vancouver_Marinepark_Bv4v5	10/1/14	31	18	wastewater metagenome	ILLUMINA	10/22/14	SRR1594363	SRS714289	SRP049107	1St_102_Vancouver_Marinepark	115		11.9	200	1/15/13		sewage	wastewater treatment plant influent	water	USA:Vancouver:Washington			1St_102_Vancouver_Marinepark	45.617 N 122.626 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		200		
SRR1594364	AMPLICON	502	PRJNA264400	SAMN03084150	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718509			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_103_Vancouver_Westside_Bv4v5	10/1/14	35	20	wastewater metagenome	ILLUMINA	10/22/14	SRR1594364	SRS714290	SRP049107	1St_103_Vancouver_Westside	116		10.9	423	1/15/13		sewage	wastewater treatment plant influent	water	USA:Vancouver:Washington			1St_103_Vancouver_Westside	45.636 N 122.694 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		493		
SRR1594365	AMPLICON	502	PRJNA264400	SAMN03084151	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718510			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_105_Moore_Bv4v5	10/1/14	56	31	wastewater metagenome	ILLUMINA	10/22/14	SRR1594365	SRS714291	SRP049107	1St_105_Moore	117		4.47		2/1/13		sewage	wastewater treatment plant influent	water	USA:Moore:Oklahoma			1St_105_Moore	35.298 N 97.485 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		650		
SRR1594366	AMPLICON	502	PRJNA264400	SAMN03084152	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718511			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_107_Burkburnett_Bv4v5	10/1/14	53	30	wastewater metagenome	ILLUMINA	10/22/14	SRR1594366	SRS714292	SRP049107	1St_107_Burkburnett	118		0.38		1/15/13		sewage	wastewater treatment plant influent	water	USA:Burkburnett:Texas			1St_107_Burkburnett	34.102 N 98.562 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Grab	1 L	25 ml				influent	Separated				
SRR1594367	AMPLICON	502	PRJNA264400	SAMN03084153	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718512			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_11_South_Shore_Bv4v5	10/1/14	60	36	wastewater metagenome	ILLUMINA	10/22/14	SRR1594367	SRS714293	SRP049107	1St_11_South_Shore	119		135	457	8/21/12		sewage	wastewater treatment plant influent	water	USA:Oak Creek:Wisconsin			1St_11_South_Shore	42.888 N 87.846 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		471		7.26
SRR1594368	AMPLICON	502	PRJNA264400	SAMN03084154	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718513			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_111_Palmetto_Bv4v5	10/1/14	42	23	wastewater metagenome	ILLUMINA	10/22/14	SRR1594368	SRS714294	SRP049107	1St_111_Palmetto	120		1.03		1/17/13		sewage	wastewater treatment plant influent	water	USA:Palmetto:Florida			1St_111_Palmetto	27.526 N 82.596 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		231		
SRR1594369	AMPLICON	502	PRJNA264400	SAMN03084155	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718514			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_112_Johns_Creek_Bv4v5	10/1/14	49	27	wastewater metagenome	ILLUMINA	10/22/14	SRR1594369	SRS714296	SRP049107	1St_112_Johns_Creek	121				1/24/13		sewage	wastewater treatment plant influent	water	USA:Johns Creek:Georgia			1St_112_Johns_Creek	33.977 N 84.267 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated				
SRR1594370	AMPLICON	502	PRJNA264400	SAMN03084156	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718515			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_113_Little_River_Bv4v5	10/1/14	37	20	wastewater metagenome	ILLUMINA	10/22/14	SRR1594370	SRS714295	SRP049107	1St_113_Little_River	122				2/1/13		sewage	wastewater treatment plant influent	water	USA:Johns Creek:Georgia			1St_113_Little_River	34.018 N 84.227 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Grab	1 L	25 ml				influent	Separated				
SRR1594371	AMPLICON	502	PRJNA264400	SAMN03084157	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718516			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_116_Coeburn_Bv4v5	10/1/14	50	28	wastewater metagenome	ILLUMINA	10/22/14	SRR1594371	SRS714298	SRP049107	1St_116_Coeburn	123		0.04		1/30/13		sewage	wastewater treatment plant influent	water	USA:Coeburn:Virginia			1St_116_Coeburn	36.951 N 82.467 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Grab	1 L	25 ml				influent	Separated				
SRR1594372	AMPLICON	502	PRJNA264400	SAMN03084158	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718517			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_118_Williamson_Bv4v5	10/1/14	43	25	wastewater metagenome	ILLUMINA	10/22/14	SRR1594372	SRS714297	SRP049107	1St_118_Williamson	124		0.94	246	2/8/13		sewage	wastewater treatment plant influent	water	USA:Williamson:West Virginia			1St_118_Williamson	37.67 N 82.275 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		216		
SRR1594373	AMPLICON	502	PRJNA264400	SAMN03084159	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718518			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_12_New_London_Bv4v5	10/1/14	64	39	wastewater metagenome	ILLUMINA	10/22/14	SRR1594373	SRS714299	SRP049107	1St_12_New_London	125		6.13	287	8/31/12		sewage	wastewater treatment plant influent	water	USA:New London:Connecticut			1St_12_New_London	41.343 N 72.097 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Grab	1 L	25 ml				influent	Separated		251	34.52	6.7
SRR1594374	AMPLICON	502	PRJNA264400	SAMN03084160	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718519			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_120_Richmond_Bv4v5	10/1/14	37	21	wastewater metagenome	ILLUMINA	10/22/14	SRR1594374	SRS714300	SRP049107	1St_120_Richmond	126		6.53		1/30/13		sewage	wastewater treatment plant influent	water	USA:Richmond:California			1St_120_Richmond	37.919 N 122.378 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		339		
SRR1594375	AMPLICON	502	PRJNA264400	SAMN03084161	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718520			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_121_Stockton_Bv4v5	10/1/14	34	19	wastewater metagenome	ILLUMINA	10/22/14	SRR1594375	SRS714301	SRP049107	1St_121_Stockton	127		31.7	400	1/15/13		sewage	wastewater treatment plant influent	water	USA:Stockton:California			1St_121_Stockton	37.936 N 121.328 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Grab	1 L	25 ml				influent	Separated		330		
SRR1594376	AMPLICON	502	PRJNA264400	SAMN03084162	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718521			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_122_SantaBarbara_INF1_Bv4v5	10/1/14	39	22	wastewater metagenome	ILLUMINA	10/22/14	SRR1594376	SRS714302	SRP049107	1St_122_SantaBarbara_INF1	128				1/9/13		sewage	wastewater treatment plant influent	water	USA:Santa Barbara:California			1St_122_SantaBarbara_INF1	34.417 N 119.686 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated				
SRR1594377	AMPLICON	502	PRJNA264400	SAMN03084163	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718522			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_123_SantaBarbara_INF2_Bv4v5	10/1/14	47	26	wastewater metagenome	ILLUMINA	10/22/14	SRR1594377	SRS714303	SRP049107	1St_123_SantaBarbara_INF2	129				1/9/13		sewage	wastewater treatment plant influent	water	USA:Santa Barbara:California			1St_123_SantaBarbara_INF2	34.417 N 119.686 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated				
SRR1594378	AMPLICON	502	PRJNA264400	SAMN03084164	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718523			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_125_Bozeman_Bv4v5	10/1/14	42	23	wastewater metagenome	ILLUMINA	10/22/14	SRR1594378	SRS714304	SRP049107	1St_125_Bozeman	130		4.29	301	1/24/13		sewage	wastewater treatment plant influent	water	USA:Bozeman:Montana			1St_125_Bozeman	45.723 N 111.069 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		234	33	4.3
SRR1594379	AMPLICON	502	PRJNA264400	SAMN03084165	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718524			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_126_Syracuse_Bv4v5	10/1/14	36	20	wastewater metagenome	ILLUMINA	10/22/14	SRR1594379	SRS714305	SRP049107	1St_126_Syracuse	131		91.3	110	1/15/13		sewage	wastewater treatment plant influent	water	USA:Syracuse:New York			1St_126_Syracuse	43.064 N 76.178 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Combined		101	12.8	1.75
SRR1594380	AMPLICON	502	PRJNA264400	SAMN03084166	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718525			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_127_Pendleton_Bv4v5	10/1/14	42	23	wastewater metagenome	ILLUMINA	10/22/14	SRR1594380	SRS714306	SRP049107	1St_127_Pendleton	132		1.96	227	1/16/13		sewage	wastewater treatment plant influent	water	USA:Pendleton:Oregon			1St_127_Pendleton	45.668 N 118.837 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		235		
SRR1594381	AMPLICON	502	PRJNA264400	SAMN03084167	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718526			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_128_Duncansville_Bv4v5	10/1/14	28	15	wastewater metagenome	ILLUMINA	10/22/14	SRR1594381	SRS714307	SRP049107	1St_128_Duncansville	133		5	126	1/15/13		sewage	wastewater treatment plant influent	water	USA:Duncansville:Pennsylvania			1St_128_Duncansville	40.456 N 78.426 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Combined		115	19.7	3.5
SRR1594382	AMPLICON	502	PRJNA264400	SAMN03084168	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718527			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_129_Memphis_Bv4v5	10/1/14	37	21	wastewater metagenome	ILLUMINA	10/22/14	SRR1594382	SRS714308	SRP049107	1St_129_Memphis	134				1/16/13		sewage	wastewater treatment plant influent	water	USA:Memphis:Tennessee			1St_129_Memphis	35.188 N 90.055 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Grab	1 L	25 ml				influent	Separated				
SRR1594383	AMPLICON	502	PRJNA264400	SAMN03084169	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718528			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_13_Brockton_Bv4v5	10/1/14	60	37	wastewater metagenome	ILLUMINA	10/22/14	SRR1594383	SRS714309	SRP049107	1St_13_Brockton	135		15.6		8/16/12		sewage	wastewater treatment plant influent	water	USA:Brockton:Massachusetts			1St_13_Brockton	42.047 N 71.006 E	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		220	20.1	5.18
SRR1594384	AMPLICON	502	PRJNA264400	SAMN03084170	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718529			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_130_IowaCity_Bv4v5	10/1/14	31	17	wastewater metagenome	ILLUMINA	10/22/14	SRR1594384	SRS714310	SRP049107	1St_130_IowaCity	136		4.8	250	1/15/13		sewage	wastewater treatment plant influent	water	USA:Iowa City:Iowa			1St_130_IowaCity	41.611 N 91.506 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		250		
